title,description,url,category
The CIA Triad,Confidentiality ensures that only authorized individuals can access sensitive information. This policy includes measures like encryption and access controls to protect data from unauthorized access.,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,Data Protection
The CIA Triad,"Integrity maintains the accuracy and completeness of data. This principle means protecting data from alterations or tampering by unauthorized users, which ensures that the information remains reliable.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,General Security
The CIA Triad,"Adopt the CIA Triad to ensure that your business technology remains reliable and secure. Use it to enforce reliability and security in your operations through well-defined, strictly followed, and proven practices. Some ways that the triad principles can help ensure security and reliability are:",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,Monitoring
The CIA Triad,"Data protection: Protect sensitive data from breaches by taking advantage of the CIA Triad, which ensures privacy and compliance with regulations.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,Data Protection
The CIA Triad,Customer trust: Implement the CIA Triad to build trust with customers and stakeholders by demonstrating a commitment to data security.,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,General Security
Security posture sustainment,"Continuous improvement is crucial for maintaining a robust security posture in the cloud because cyber threats continuously evolve and become more sophisticated. To protect against these ever-changing risks, ensure ongoing enhancements. The guidance in these sections can help you set up your organization for long-term success by identifying opportunities for continuous improvement. Focus on these strategies as you establish and evolve your cloud environment over time.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,General Security
Cloud security checklist,Use the cloud security checklist to see all tasks for each cloud security step. Quickly navigate to the guidance that you need.,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,General Security
Next step,"Security teams, roles, and functions",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,General Security
,"Upgrade to Microsoft Edge to take advantage of the latest features, security updates, and technical support.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/plan/,General Security
,"Upgrade to Microsoft Edge to take advantage of the latest features, security updates, and technical support.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/landing-zone/,General Security
Azure landing zone architecture,"Design areas: The conceptual architecture illustrates the relationships between its eight design areas. These design areas are Azure billing and Microsoft Entra tenant, identity and access management, management group and subscription organization, network topology and connectivity, security, management, governance, and platform automation and DevOps. For more information on the design areas, see the Azure Landing Zone environment design areas.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/ready/landing-zone/,Authentication
,"Upgrade to Microsoft Edge to take advantage of the latest features, security updates, and technical support.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/manage/,General Security
In this article,"Effective cloud management ensures your Azure cloud estate aligns with business objectives and minimizes the effects of incidents. The Cloud Adoption Framework's (CAF) Manage methodology outlines the RAMP (Ready, Administer, Monitor, Protect) process and provides clear steps for managing your Azure cloud estate.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/manage/,Monitoring
,"Upgrade to Microsoft Edge to take advantage of the latest features, security updates, and technical support.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/innovate/,General Security
,"Upgrade to Microsoft Edge to take advantage of the latest features, security updates, and technical support.",https://learn.microsoft.com/en-us/azure/architecture/guide/security/security-start-here,General Security
Security architecture design,"Information security has always been a complex subject, and it evolves quickly with the creative ideas and implementations of attackers and security researchers.",https://learn.microsoft.com/en-us/azure/architecture/guide/security/security-start-here,General Security
Security architecture design,"Security is one of the most important aspects of any architecture. Good security provides confidentiality, integrity, and availability assurances against deliberate attacks and abuse of your valuable data and systems. Losing these assurances can harm your business operations and revenue, and your organization's reputation.",https://learn.microsoft.com/en-us/azure/architecture/guide/security/security-start-here,General Security
Security architecture design,"Learn how cloud security is an ongoing journey of incremental progress and maturity, in Security in the Microsoft Cloud Adoption Framework for Azure. Learn how to build security into your solution, in the Azure Well-Architected Framework Overview of the security pillar.",https://learn.microsoft.com/en-us/azure/architecture/guide/security/security-start-here,General Security
Security architecture design,Here are some broad categories to consider when you design a security system:,https://learn.microsoft.com/en-us/azure/architecture/guide/security/security-start-here,General Security
Security architecture design,Azure provides a wide range of security tools and capabilities. These are just some of the key security services available in Azure:,https://learn.microsoft.com/en-us/azure/architecture/guide/security/security-start-here,General Security
Security architecture design,"For a more comprehensive description of Azure security tools and capabilities, see End-to-end security in Azure.",https://learn.microsoft.com/en-us/azure/architecture/guide/security/security-start-here,General Security
Introduction to security on Azure,"If you're new to security on Azure, the best way to learn more is with Microsoft Learn training. This free online platform provides interactive training for Microsoft products and more.",https://learn.microsoft.com/en-us/azure/architecture/guide/security/security-start-here,General Security
Introduction to security on Azure,Microsoft Azure Fundamentals: Describe general security and network security features,https://learn.microsoft.com/en-us/azure/architecture/guide/security/security-start-here,Network Security
Introduction to security on Azure,"Microsoft Security, Compliance, and Identity Fundamentals: Describe the capabilities of Microsoft security solutions",https://learn.microsoft.com/en-us/azure/architecture/guide/security/security-start-here,Authentication
Best practices,"The Azure Well-Architected Framework is a set of guiding tenets, based on five pillars, that you can use to improve the quality of your architectures. For information, see Overview of the security pillar and Security design principles in Azure.",https://learn.microsoft.com/en-us/azure/architecture/guide/security/security-start-here,General Security
Stay current with security,Get the latest updates on Azure security services and features.,https://learn.microsoft.com/en-us/azure/architecture/guide/security/security-start-here,General Security
Example solutions,Browse all our security architectures.,https://learn.microsoft.com/en-us/azure/architecture/guide/security/security-start-here,General Security
Next steps,Security architecture is part of a comprehensive set of security guidance that also includes:,https://learn.microsoft.com/en-us/azure/architecture/guide/security/security-start-here,General Security
